zip,sales_price,beds,baths,sqft,avg_school_rating,avg_school_distance,walk_score,LotSizeSquareFeet,ownership_years,house_age,Time_on_market
95687,334900,3,2,1318,6,0.866666667,46,6969,6,41,47
95713,430000,3,3,2910,7.666666667,1.533333333,0,56628,6,15,87
95747,850000,4,3,2743,8.333333333,2.466666667,5,108900,6,17,164
95765,370000,3,2,1687,9.333333333,1.833333333,48,NA,6,16,91
95831,459000,4,3,2307,5.666666667,0.833333333,23,8374,6,40,34
95835,365000,4,3,2231,5.666666667,2.6,40,5775,6,13,52
95926,245000,2,1,938,6.666666667,0.733333333,65,5227,6,78,29
95928,375000,3,2,2167,7.666666667,2.433333333,0,7405,6,22,162
95949,370000,3,2,1954,8,2.1,4,29185,6,37,41
95959,610000,3,2,2308,7.333333333,2.766666667,0,249163,6,26,68
95959,234500,2,1,1384,7.5,7.15,9,22215,6,36,46
95966,269000,3,2,1762,4.666666667,1.566666667,4,65340,6,58,76
95969,157000,2,2,1256,5,1.766666667,9,15245,6,56,40
96003,205000,3,3,1372,7,1.433333333,5,3049,6,9,42
96150,399000,3,2,1286,6,1.633333333,3,9975,6,17,54
90018,595000,3,2,1422,2,0.8,81,5797,5,89,67
90265,3750000,3,4,3135,9.666666667,5.833333333,34,NA,5,35,137
90265,3750000,3,4,3135,9.666666667,5.833333333,34,NA,5,35,137
91401,869999,4,3,2237,5.333333333,0.833333333,63,6159,5,58,370
91901,325000,3,2,1240,8,5.766666667,5,4815,5,89,136
92025,1167000,5,4,4531,7,0.833333333,29,52707,5,34,184
92210,8.00E+05,4,3,2950,8.666666667,1.933333333,9,12632,5,36,169
92394,183000,4,2,1537,2.666666667,1.533333333,1,7215,5,5,179
92509,245000,3,2,1205,3.333333333,0.633333333,33,4792,5,35,410
92651,3050000,4,3,2541,10,1.066666667,80,4500,5,9,95
93728,135000,3,1,1370,2,0.9,NA,8308,5,76,77
93923,1369000,3,2,2043,8,2.966666667,12,10438,5,37,120
95829,295000,4,3,1710,7,0.633333333,32,5242,5,25,206
95949,605000,4,3,2500,8,1.9,1,43560,5,10,161
90011,3.00E+05,2,1,914,3,0.4,NA,5057,6,109,25
90042,585000,2,1,794,4.666666667,0.666666667,77,2525,6,94,52
90043,705000,3,3,1561,3,1.466666667,70,7001,6,78,54
90046,1725000,3,1,1456,5.666666667,0.866666667,88,6747,6,99,61
90069,985000,2,1,1,7,1.533333333,92,2015,6,86,46
90274,2275000,4,3.5,2472,9.666666667,0.6,28,5823,6,63,116
90602,760000,3,2,2218,7.333333333,0.833333333,25,10489,6,65,65
90620,545000,3,2,1344,8.666666667,0.633333333,17,5600,6,62,20
90620,541000,4,2,1347,8.666666667,1.266666667,67,7600,6,61,53
90638,481000,4,2,1545,7,0.733333333,37,6052,6,61,96
90713,620000,3,1,1346,7,0.666666667,65,5202,6,66,124
90713,515000,3,1,1563,6,0.7,56,5555,6,66,35
90732,755000,4,2,2368,4.666666667,0.733333333,61,8098,6,91,37
90805,445000,3,1,1159,3,0.766666667,NA,7355,6,69,54
91030,1282000,3,2,1696,10,0.6,56,6600,6,88,50
91103,518000,2,1,931,2.666666667,0.466666667,60,5847,6,89,56
91331,425000,4,3,2100,4,0.633333333,NA,5137,6,29,59
91354,632000,4,2.5,2475,9.666666667,0.633333333,33,4307,6,9,55
91362,529000,3,2,1080,9,1.733333333,49,6947,6,44,44
91390,625000,4,2.5,2732,9,1.8,12,9453,6,13,71
91606,455000,3,1,1080,4.333333333,0.733333333,78,7705,6,75,57
91706,351500,3,2.5,1293,6,0.7,61,4404,6,27,29
91710,286000,3,2.5,1281,4.666666667,1,NA,2178,6,30,150
91710,535000,4,2.5,1873,6,1.033333333,NA,6534,6,27,93
91710,470000,4,3,1795,4.333333333,0.566666667,NA,7841,6,35,100
91741,508000,2,2,1133,8.333333333,1,66,10042,6,64,40
91741,749000,4,2.5,1679,9,0.533333333,22,11780,6,56,43
91750,659800,4,3,2346,8,1.133333333,43,8434,6,50,76
91765,668000,5,3,2766,7.333333333,0.933333333,33,7223,6,49,96
91765,630000,4,3,2324,7.333333333,1.066666667,27,7339,6,43,119
91766,520000,3,3,1814,7.666666667,1,17,3782,6,28,74
91768,265000,2,1,702,3.333333333,0.9,64,7608,6,115,122
91913,525000,4,2.5,1935,8.666666667,1.1,38,4231,6,6,57
91914,1250000,5,6,5143,8.333333333,1.933333333,0,20105,6,5,220
91915,547500,4,3,2233,8.666666667,1.9,16,5586,6,12,83
92009,815000,4,3,3121,9.333333333,1.7,35,7780,6,14,54
92009,1260000,4,3,4053,9.333333333,1.633333333,22,6768,6,7,135
92010,970000,5,3,3315,8.333333333,1.933333333,15,6969,6,14,34
92020,405000,3,2,1104,5.333333333,1.4,49,6100,6,59,51
92027,439000,4,2,1422,4,1.466666667,45,7000,6,45,42
92056,390000,2,2,921,7.333333333,1.3,9,4389,6,30,78
92056,435000,4,3,1539,6.333333333,2,53,2645,6,29,31
92064,710000,4,2,2120,9.333333333,1.766666667,20,10005,6,37,63
92081,491000,2,2,1411,7,1.566666667,23,18730,6,28,40
92105,355000,2,1,752,4,0.5,69,2558,6,73,47
92110,675000,3,3,1661,7.333333333,1,78,7565,6,31,77
92122,910000,3,4,2229,9.666666667,0.7,16,9200,6,53,67
92126,580000,3,2,1594,8.666666667,1.066666667,11,6827,6,31,48
92129,799000,5,3,2740,8.333333333,1.5,2,4497,6,21,35
92154,430000,4,2,1503,6,0.866666667,38,6700,6,46,40
92211,326000,3,2,1271,6.333333333,3.733333333,1,6970,6,18,43
92220,250000,3,2,1596,6,2.5,10,8712,6,43,41
92223,332000,4,2,2326,6.333333333,1.833333333,0,7405,6,5,123
92234,290500,4,2,1858,4.666666667,0.633333333,38,7405,6,26,61
92284,2.00E+05,3,2,1880,5.666666667,2.933333333,0,20038,6,37,85
92308,213000,3,2,1642,4,1.333333333,1,18049,6,11,57
92308,3.00E+05,5,3,2570,4,1.033333333,8,22634,6,10,67
92308,389900,4,4,2971,5,1.5,23,18447,6,9,87
92336,460000,4,4,2997,4.666666667,0.466666667,NA,7200,6,6,38
92336,380000,3,2,1326,8,1.7,NA,4968,6,21,59
92336,459000,3,3,2532,8,1.733333333,NA,5350,6,20,76
92345,205000,3,2,1624,2.666666667,4,2,4819,6,9,43
92374,315900,3,2,1184,6.333333333,0.566666667,24,8712,6,30,129
92392,217000,4,3,2050,4,1.9,44,4963,6,26,134
92394,191500,4,2.5,1679,2.333333333,1.133333333,19,4833,6,12,31
92404,255000,3,1.75,1550,4.333333333,0.9,22,9148,6,49,60
92405,251000,3,1,1068,3,1.1,29,6200,6,76,39
92506,390000,3,2,1750,6,0.533333333,3,6098,6,31,165
92508,350000,3,3,1466,8.666666667,1.533333333,56,4792,6,19,49
92553,262000,4,2,1537,3,0.933333333,47,6970,6,34,44
92563,350000,4,2,1972,7.333333333,1.933333333,7,9583,6,14,51
92563,370000,5,3,2929,8,1.6,58,5227,6,11,174
92563,443000,6,4,3433,7.666666667,1.266666667,51,7405,6,15,110
92571,235000,4,3,1407,3,1.133333333,39,4356,6,26,50
92571,255000,3,3,1634,5,1.566666667,36,3920,6,30,65
92582,255600,4,2.5,2363,4,0.8,29,10454,6,10,58
92582,254000,3,2,1884,4.333333333,3.5,1,6534,6,5,50
92584,378000,3,2.5,2444,7.333333333,2.166666667,10,9147,6,11,84
92596,440000,4,3,2740,8,3.3,6,11761,6,13,43
92603,4425000,6,7,5562,10,1.266666667,11,12516,6,10,90
92612,870000,4,3,2768,9.666666667,0.566666667,35,3000,6,47,40
92625,1730000,3,3,2700,10,1.666666667,48,6240,6,39,130
92627,525000,2,2.5,1115,5.333333333,1.133333333,46,1984,6,39,52
92630,749000,5,3,2617,8,0.366666667,27,7140,6,46,41
92648,8.00E+05,4,3,2054,8.333333333,1.266666667,55,6013,6,43,61
92649,1112500,4,3,2158,8.666666667,1.333333333,13,6798,6,42,87
92673,1875000,5,5.5,4656,9.666666667,1.1,18,10672,6,12,35
92673,1170000,5,5,3833,9.666666667,1.866666667,11,7842,6,10,45
92677,1200000,4,3,2725,9,1.5,40,5500,6,22,117
92683,555000,3,2,1270,9.333333333,0.333333333,NA,6360,6,52,79
92688,695000,3,3,1970,9.333333333,1.6,3,NA,6,19,4
92701,455000,2,1.5,1055,3,0.566666667,70,5400,6,109,109
92707,460000,3,1,1023,3,0.8,75,6572,6,66,64
92821,735000,4,3,2677,9,1.266666667,43,2995,6,12,101
92823,552000,3,2,1350,9.5,2.466666667,2,3574,6,13,82
92865,650000,3,2,1505,6.333333333,1.2,65,7539,6,48,84
92879,345000,3,1,1008,6.333333333,1.266666667,53,8276,6,65,53
93001,685000,4,2,1410,7.333333333,0.533333333,87,2250,6,92,74
93041,310000,3,2,1201,3,1.4,59,3049,6,52,22
93101,662500,3,2,1051,5.333333333,2.466666667,63,4791,6,86,49
93306,350000,4,3,3005,4.666666667,5.366666667,0,13503,6,10,94
93307,168000,3,1.75,1286,4,0.8,NA,7405,6,30,78
93309,282950,4,3,2538,4,0.8,27,9147,6,37,211
93312,310000,4,3,3188,7.333333333,0.633333333,7,9147,6,11,41
93436,599900,5,3,3100,6.666666667,3.266666667,2,21780,6,10,28
93455,389900,3,3,1715,3,2.2,42,5662,6,11,103
93536,2.00E+05,4,2,1437,4.333333333,1.266666667,26,6810,6,43,130
93536,480000,5,5,3976,5.333333333,5.733333333,2,99194,6,9,57
93619,295000,3,2,1788,8.333333333,1.933333333,5,6100,6,6,49
93619,334000,4,3,2191,9,2.133333333,1,6660,6,14,28
93704,193000,3,1,1319,2,0.633333333,65,6700,6,81,52
93711,409000,3,3,2302,4.333333333,1.3,30,24000,6,57,68
93722,244000,3,2,1826,4.666666667,1.033333333,2,6300,6,10,128
93727,266000,5,2,2026,6.666666667,5.8,7,6900,6,17,80
93728,165000,2,1,1080,2,1.2,65,6250,6,88,113
93940,650000,3,1.5,1306,5.666666667,1.2,77,5000,6,55,96
94010,4250000,5,4,3737,9.333333333,1.033333333,19,15000,6,80,104
94015,950000,3,2,1300,7.333333333,0.533333333,54,3400,6,55,36
94080,755000,2,1,870,6.666666667,1.3,20,4940,6,60,44
94510,536500,3,2,1506,8.666666667,0.866666667,18,7959,6,27,70
94533,425000,4,3,2291,5,1.533333333,6,3500,6,10,65
94536,961000,4,2,1903,8.666666667,0.4,41,8234,6,56,46
94538,834000,4,2,1736,9,0.933333333,32,6600,6,54,41
94544,510000,3,2,1000,3,0.933333333,68,5000,6,62,54
94901,812000,2,1,1290,8,1.233333333,70,3776,6,87,48
95003,9.00E+05,4,3.5,2117,8.333333333,0.833333333,33,7318,6,53,45
95008,1210000,4,2,1504,9,1,67,6882,6,58,38
95020,629000,3,1,1606,7.333333333,0.866666667,24,6482,6,30,41
95023,567500,3,2,2400,6.666666667,1.933333333,13,NA,6,27,82
95032,2400000,4,3,2515,10,0.633333333,51,11154,6,66,46
95035,910008,3,2,1387,8.333333333,1.366666667,8,6200,6,45,35
95123,720000,3,2,1065,6.333333333,0.933333333,69,6000,6,45,97
95123,782000,3,2,1143,8.666666667,0.766666667,19,5880,6,47,52
95219,333500,3,2,1843,7,1.233333333,35,5899,6,12,47
95301,325000,5,3,3257,6.333333333,1.633333333,1,NA,6,10,109
95338,371000,3,2,2200,6.5,3.266666667,NA,188615,6,9,51
95350,225000,3,2,1104,3.333333333,0.933333333,47,7000,6,56,43
95363,340000,4,3,3000,5,0.733333333,3,7384,6,11,45
95382,499990,4,3,3135,6,1.1,23,11000,6,37,48
95382,370000,4,3,2502,6,1.466666667,3,3981,6,6,57
95404,455000,3,2.5,1240,7,2,35,5296,6,10,40
95409,520000,2,2,1262,9.333333333,3.533333333,24,4000,6,43,31
95457,120000,2,1,1252,3,2.366666667,NA,NA,6,51,73
95476,3267000,2,3,2791,6.666666667,0.4,78,18772,6,76,37
95476,590000,2,2,1198,4,1.133333333,47,5000,6,106,36
95501,228000,2,1,945,6,0.566666667,66,27900,6,107,59
95661,365000,4,2.5,1862,8.333333333,1,14,NA,6,29,98
95667,465000,3,2,1475,8.5,5,0,NA,6,41,41
95667,525000,3,3,2928,8.333333333,0.9,34,76840,6,8,57
95678,434000,4,3,2535,7,1.766666667,53,NA,6,30,35
95687,312000,2,2,1022,7,1.133333333,59,3040,6,29,113
95695,520000,3,3,2803,4,8.8,7,10890,6,11,120
95819,650000,3,2,1948,6.666666667,1.366666667,53,5830,6,65,69
95823,210000,3,2,1344,3.333333333,0.933333333,44,6970,6,55,62
95826,308000,3,2,1316,4.333333333,2.233333333,21,6090,6,47,78
95833,345000,4,3,1920,4,1.766666667,20,4883,6,14,43
95833,292000,3,2,1448,4,1.766666667,18,5255,6,10,49
95835,4.00E+05,5,3,2822,5.666666667,4.6,8,5500,6,11,74
95901,194000,3,2,1702,5,0.333333333,47,NA,6,57,47
95926,490000,4,3,2972,6.666666667,0.766666667,47,11761,6,16,134
95966,2.38E+08,3,3,2624,4,1,3,48787,6,59,58
95969,315000,3,2,2100,5,2.5,3,23522,6,67,44
95973,540000,5,3,3400,7.333333333,2.566666667,35,10454,6,10,48
95991,215000,3,3,1872,4.666666667,1.2,66,3049,6,10,117
90630,641000,3,2,1800,9.666666667,0.7,62,5246,5,48,48
91214,637000,1,1,1020,9.666666667,0.566666667,62,4418,5,88,69
91331,445000,3,2,1222,4,0.433333333,NA,6301,5,63,91
91504,1360000,4,5,2547,8.666666667,1.5,15,NA,5,45,75
91505,725000,3,2,1517,7,0.733333333,68,6749,5,75,56
91711,540000,3,2.75,1847,8.666666667,0.866666667,61,7302,5,58,95
91762,350000,3,2,1460,4.333333333,0.566666667,33,25700,5,79,227
92011,1515000,5,4,3836,9.666666667,2.3,5,8500,5,6,45
92040,458000,4,2,1666,6,1.4,37,15095,5,47,42
92083,375000,3,2,1318,5.666666667,0.8,55,4677,5,29,47
92201,225000,3,2,1612,3.666666667,0.533333333,27,6970,5,56,136
92236,274000,4,2.5,3000,3.333333333,1.733333333,9,6969,5,10,114
92307,245000,3,3,2736,5,2.166666667,6,53600,5,41,436
92408,290000,4,2,1882,3.333333333,2.233333333,25,7260,5,16,132
92592,585000,5,4.5,3481,9,1.033333333,15,12196,5,9,290
92630,858000,4,4,3016,8.333333333,1.466666667,21,3807,5,5,169
92802,558000,3,2,1179,4.666666667,0.633333333,39,7420,5,61,78
92808,705000,4,3,2314,9.333333333,1.366666667,45,7200,5,41,320
93458,326000,3,2,1398,5,1.6,10,5227,5,23,165
93704,148000,3,NA,1008,4.666666667,1.166666667,51,7860,5,55,157
94506,960000,3,3,2173,9.666666667,3.333333333,58,6158,5,11,58
94526,1100000,5,2.5,2686,9.666666667,1.866666667,5,9000,5,27,62
94544,494000,3,1,1130,3,0.5,38,6390,5,63,76
95037,988888,5,3,2921,7,3.833333333,32,7656,5,9,92
95677,425000,4,3,2352,8.666666667,1.8,45,NA,5,24,35
95928,175000,2,1,820,7,1.4,NA,3484,5,76,53
90002,319000,3,2,1124,1.666666667,0.833333333,65,5257,6,76,110
90011,255000,2,1,723,3,0.533333333,NA,1500,6,110,63
90019,1279000,3,2,1688,5.333333333,2.4,80,6099,6,88,90
90027,1757000,4,3.5,3005,8.333333333,0.466666667,77,5213,6,79,72
90031,645000,3,3,2238,4,0.766666667,13,4450,6,8,92
90045,1229500,3,1.5,1638,3.666666667,0.8,37,5709,6,66,63
90065,1750000,3,3.5,1950,5.666666667,1,52,9897,6,56,26
90240,585000,3,2,1356,7.333333333,0.7,49,6027,6,65,72
90601,485000,3,2,1271,4.333333333,0.466666667,70,6386,6,93,67
90703,415000,3,3,991,7,0.7,57,1562,6,8,71
90720,1080000,4,3,2418,9.333333333,1.4,58,7681,6,58,54
90731,642500,4,2,1676,7,1.033333333,53,6370,6,54,68
90732,535000,2,1.75,1375,4.333333333,0.7,52,4744,6,68,135
90814,1100000,3,2.5,2005,4.666666667,0.9,91,5178,6,94,95
91103,505000,2,1,910,3,0.833333333,59,6203,6,91,80
91331,436000,3,2,1622,5,1.066666667,NA,6049,6,64,58
91335,445000,3,1,1024,4,0.9,68,6606,6,64,50
91342,490000,4,2,1736,4.333333333,0.733333333,NA,8164,6,53,46
91342,460000,4,2,1270,3.666666667,1.466666667,NA,9460,6,59,73
91360,495000,4,2,1346,7.666666667,1.066666667,53,10000,6,56,50
91362,680000,3,3,1803,9.666666667,1.9,16,NA,6,21,40
91364,522750,2,2,1213,6,0.966666667,71,3122,6,60,47
91390,459500,2,2,972,9.333333333,1.833333333,15,5408,6,27,101
91401,1130000,4,3,2332,5.666666667,0.7,61,7494,6,61,69
91709,468000,3,3,1533,8.666666667,1.6,8,3049,6,27,56
91710,399000,3,3,1620,6,1.266666667,NA,2987,6,10,35
91730,438000,3,2,1600,8,1.333333333,54,7841,6,39,145
91748,935000,4,3,2712,8.666666667,0.766666667,7,12008,6,19,90
91750,770000,4,2.5,2181,8.333333333,1.866666667,6,14960,6,46,93
91754,1018000,4,4,2995,9.333333333,1.233333333,64,7235,6,6,108
91761,470000,4,2,2244,6,1.166666667,42,9583,6,18,79
91901,782000,4,3,2929,7,3.366666667,1,56628,6,24,54
91901,675000,4,3,3085,6.666666667,4.533333333,4,91476,6,10,172
91913,456000,3,2,1267,8,1.466666667,24,2772,6,28,41
91914,825000,3,4,3498,8.333333333,0.9,3,7359,6,12,89
91915,515000,5,3,2190,8.333333333,1.166666667,52,65947,6,6,42
91942,415000,2,2,800,7.666666667,1.166666667,71,7093,6,95,62
92009,1050000,4,4,3571,9.333333333,1.666666667,15,9013,6,6,216
92010,745000,4,3,2691,8.333333333,1.533333333,20,4416,6,12,33
92021,485000,4,2,1849,5.333333333,0.9,42,6500,6,39,49
92024,3700000,2,3,2217,9.333333333,2.866666667,57,4784,6,36,72
92027,450000,4,2,1653,4.333333333,0.933333333,59,6500,6,47,54
92027,282000,2,1,995,4,0.766666667,52,4000,6,48,80
92027,420000,4,2,1551,4.333333333,0.966666667,38,6300,6,55,41
92027,410000,4,2,1320,4.333333333,0.7,23,10412,6,34,131
92037,2210000,3,3,2675,9.666666667,0.5,15,10200,6,26,120
92056,489000,3,2,1490,6.666666667,1.466666667,27,6446,6,39,59
92064,870000,4,4,3392,9.333333333,1.266666667,4,31798,6,47,49
92065,450000,5,3,2352,6.666666667,0.6,59,7451,6,12,55
92069,589000,4,3,2084,7.666666667,1.5,12,6405,6,21,55
92071,485000,3,2,1455,7.333333333,0.533333333,45,6182,6,35,58
92078,767000,3,3,2412,9.333333333,1.866666667,NA,6110,6,6,41
92114,420000,5,2,1752,4,1.366666667,50,12059,6,64,64
92120,575000,3,2,1574,9,0.633333333,20,7200,6,59,48
92126,350000,2,2,1090,7.666666667,0.433333333,30,260903,6,40,75
92127,1030000,4,5,3544,10,2.033333333,22,7930,6,13,51
92128,875000,4,3,3179,9.666666667,1.2,25,6767,6,29,87
92131,885000,4,3,2680,9.666666667,1.5,8,6936,6,19,67
92139,410000,3,2,1681,5,1.333333333,62,8100,6,69,51
92201,210000,3,2,1291,3.666666667,0.533333333,6,6098,6,36,92
92234,325000,3,2.5,1851,4.333333333,1.533333333,32,3920,6,12,48
92240,247000,3,2,1835,3,2.133333333,3,7405,6,12,77
92253,356000,2,2,1580,2.666666667,3.5,5,9147,6,13,84
92253,1510000,4,4.5,4243,6.666666667,0.666666667,2,13939,6,17,64
92270,750000,3,4,3573,5,2.133333333,0,8712,6,30,41
92325,198000,2,1.5,931,4.666666667,3.566666667,48,13068,6,86,124
92336,390000,3,2.5,1539,8,1.433333333,NA,4600,6,20,54
92336,460000,4,3,3501,5.666666667,0.8,NA,7470,6,12,168
92345,270000,3,2,1831,4,1.633333333,0,18000,6,16,52
92346,335000,6,3,2286,4.333333333,0.733333333,26,9600,6,52,88
92374,307000,3,2,1361,6.333333333,0.566666667,27,7145,6,30,67
92376,258000,3,2,1076,3.333333333,1.133333333,NA,7405,6,58,87
92392,221000,3,2,1642,2.666666667,0.733333333,2,9148,6,24,51
92394,252000,3,3,2505,2,1.466666667,1,6023,6,10,61
92404,215000,4,2,1412,2,0.8,23,7405,6,55,120
92503,3.00E+05,3,2,1330,4.333333333,1.033333333,NA,4792,6,40,95
92508,510000,5,4,3480,8.333333333,0.766666667,NA,10018,6,6,81
92532,362000,4,3,2434,5.666666667,1.8,3,5662,6,10,51
92543,220000,3,2,1543,3.666666667,1.8,17,7840,6,13,42
92545,178500,2,1.75,1584,3.666666667,1.066666667,27,7405,6,36,76
92562,4.00E+05,4,3,2725,8.333333333,1.6,22,7840,6,12,55
92563,360000,3,3,1700,8,1.333333333,28,9147,6,28,51
92583,180000,3,1.5,1278,3.666666667,0.366666667,57,17860,6,65,114
92584,326000,3,3,1698,6,1.833333333,6,4791,6,10,79
92585,249000,3,2,1207,6,2.533333333,13,6969,6,28,60
92586,233800,2,2,1417,6.333333333,1.7,9,8276,6,27,60
92596,343500,4,2,2064,8,3.166666667,35,6969,6,14,157
92596,458500,5,3.5,4529,8,2,4,7840,6,10,247
92620,955000,4,2.5,2086,10,0.733333333,39,5280,6,36,31
92620,1045000,4,3,2324,9.666666667,1.166666667,29,4002,6,6,67
92626,730000,4,2,1998,6,1,84,7000,6,57,56
92627,1350000,3,2,2150,8.666666667,0.566666667,80,7800,6,68,67
92649,725000,4,3,1774,8.666666667,0.6,46,6188,6,56,55
92656,850000,3,3,2285,9.666666667,1.7,48,3420,6,5,36
92663,2895000,5,2,2950,8.333333333,0.533333333,47,3480,6,63,71
92672,2225000,5,4,4307,8.666666667,2.3,34,7350,6,31,84
92672,1575000,3,2.5,2500,8.666666667,2.4,26,7980,6,29,48
92691,6.00E+05,3,1.75,1370,7.333333333,1.433333333,59,6000,6,44,35
92691,655000,3,2.5,1909,8,0.733333333,48,4171,6,39,51
92692,588000,3,2,1503,9.333333333,2.1,18,3700,6,40,49
92692,975000,4,3,3038,9.333333333,4.2,24,6000,6,31,49
92807,555000,3,2,1232,8,0.8,23,6329,6,41,55
92831,645000,3,2,1684,8.666666667,0.366666667,51,12300,6,55,41
92840,540000,4,2.75,2244,6.666666667,0.933333333,43,8160,6,62,76
92868,560000,4,2,1757,4.333333333,1.966666667,60,7200,6,61,42
92879,370000,3,2,1293,6,1.6,14,7841,6,46,64
92882,620000,5,3,3056,7,1.2,28,10019,6,18,83
92886,1370000,5,5,3799,9.333333333,1.1,23,6681,6,13,97
93030,390000,3,1,1002,2.666666667,0.9,47,4000,6,54,71
93257,150000,3,2,1178,4,1.233333333,35,7350,6,23,43
93291,288000,4,2,1935,7.333333333,1.233333333,19,13852,6,9,171
93306,320000,4,2.5,2937,5.333333333,1,7,10890,6,43,151
93306,160000,3,1.75,1400,4,0.866666667,61,8276,6,56,56
93307,230000,3,2,1628,3.333333333,3.933333333,NA,37026,6,67,144
93422,368000,2,2,966,7.333333333,1.033333333,28,12632,6,57,94
93444,348000,3,2,1220,5,1.7,29,7325,6,28,71
93455,375000,3,2,1426,3.666666667,1.9,57,6534,6,26,46
93536,330000,4,3,2605,5.666666667,1.7,1,7519,6,12,95
93536,412000,4,3,2766,6.333333333,1.9,8,25207,6,6,68
93536,307000,4,2,2220,6,2.4,1,10690,6,6,110
93536,305000,5,3,2447,4.333333333,0.833333333,6,8411,6,9,75
93536,297000,4,3,1913,6.333333333,1,4,6927,6,6,47
93561,287500,4,2,1967,6.333333333,9.1,9,22215,6,11,66
93611,338000,4,3,2047,9,1.9,10,7632,6,22,62
93619,270000,3,3,1971,9,0.8,30,3036,6,13,39
93619,264500,3,2,1435,8.333333333,1.833333333,6,8470,6,6,69
93637,270000,3,3,2226,5,1.266666667,4,8050,6,20,64
93720,280000,4,2,1767,9,1.266666667,33,6466,6,20,42
93720,295000,3,2,1719,9,1.133333333,50,7006,6,24,128
93905,374000,3,2,1222,3.333333333,1.666666667,42,8800,6,39,70
93940,935000,4,3,3612,8.333333333,6.9,8,14461,6,41,222
94010,3550000,3,3,2435,10,0.8,8,18034,6,65,36
94010,2515000,5,5,3759,9,2.1,2,63162,6,40,162
94080,1575000,5,4.5,3520,6.333333333,2.6,29,4550,6,13,35
94534,435000,3,2.5,1820,7.666666667,0.733333333,9,5296,6,27,110
94534,510000,4,3,2481,8.333333333,0.966666667,5,7365,6,16,80
94539,1105000,3,3,1817,10,4,56,2152,6,10,40
94544,375000,3,1,792,3.666666667,0.8,73,2449,6,96,119
94544,1050000,6,4.5,3600,3.333333333,1.033333333,49,6000,6,17,158
94550,619000,3,2,1638,8.666666667,0.733333333,48,6159,6,61,103
94550,1195000,5,3,3774,8.333333333,1.933333333,7,10344,6,9,101
94550,1420000,5,5,4343,8.333333333,1.933333333,7,13460,6,9,38
94551,668000,4,2.5,1747,8.333333333,1.466666667,35,3406,6,17,36
94558,555000,3,2,1365,4.333333333,0.9,59,4812,6,17,53
94561,375000,3,2,1305,4.333333333,1.033333333,29,6262,6,32,32
94568,830000,3,2,1405,9.666666667,1.133333333,69,6466,6,36,35
94965,875000,4,3,1536,7,0.8,37,8900,6,53,52
95008,1200000,4,3,1958,6,1.333333333,87,3988,6,7,19
95020,679000,3,2,2034,4.666666667,0.566666667,57,6534,6,20,37
95030,3260500,5,5,3200,9.666666667,1.6,12,40000,6,48,45
95037,805000,3,3,2268,6.666666667,3.466666667,38,6000,6,28,43
95066,1240000,4,4,2973,9.333333333,0.833333333,29,7405,6,11,116
95123,675000,3,2,1207,6.666666667,0.8,50,6400,6,38,38
95128,9.00E+05,3,1.5,1174,6,0.8,45,9800,6,61,54
95219,305000,3,2,1531,7,1.333333333,18,4395,6,17,45
95240,317000,3,2,1721,4.666666667,1,NA,5976,6,22,98
95301,169000,3,2,1180,6.333333333,1.4,12,NA,6,13,84
95336,335000,2,2,1312,5,1.833333333,10,6485,6,6,73
95350,235000,3,2,1262,4.333333333,0.7,58,8505,6,57,32
95355,390000,3,3,2312,7.333333333,0.7,4,7210,6,13,137
95363,295000,3,2,2237,5.333333333,0.466666667,26,6200,6,16,50
95363,362000,4,2.5,2743,5,0.866666667,3,7509,6,10,29
95367,265000,3,2,1377,3.333333333,1.466666667,27,6200,6,23,48
95403,535000,3,2,1366,3.666666667,0.733333333,30,8250,6,43,40
95409,696000,3,2,1818,9,4.633333333,17,8880,6,38,66
95603,325000,3,2,1634,9,1.3,43,NA,6,74,34
95621,290500,3,2,1298,3.666666667,1.066666667,18,6098,6,39,36
95630,459000,3,2,1867,8,1.6,33,4703,6,26,39
95630,516000,4,3,2082,9.333333333,0.933333333,37,6760,6,23,40
95630,325000,3,2,1176,9.5,0.6,65,7558,6,58,73
95695,5.00E+05,4,3,2444,4,8.95,5,10454,6,12,40
95747,409000,4,2,1686,9,0.6,22,7798,6,21,65
95762,580000,4,3,2401,9.666666667,0.333333333,8,NA,6,17,56
95765,515000,4,3,2773,10,1,0,NA,6,6,117
95819,440000,3,2,1182,6.666666667,1.433333333,76,4356,6,94,39
95823,235000,3,1.5,1228,3,0.833333333,46,7405,6,59,33
95835,332500,4,2.5,1753,6.333333333,0.566666667,35,3656,6,10,69
90022,340000,3,1.75,780,4.333333333,0.666666667,78,5216,5,92,148
90044,345000,3,2,1150,2,0.833333333,NA,4594,5,94,147
90063,420000,3,1,1038,2.333333333,0.7,70,8826,5,84,45
90265,5550000,6,7,5941,9.333333333,4.066666667,9,94116,5,11,275
90272,2710000,5,3,3133,9,1.2,55,5750,5,69,231
90620,486000,3,1.5,1088,6,1.633333333,24,6273,5,58,71
90713,564000,3,2,1300,6,0.5,54,7461,5,65,89
92040,690000,4,3,3649,6,1.366666667,0,69696,5,11,147
92211,388000,4,3,2342,8.666666667,1.566666667,13,7405,5,18,400
92270,595000,3,5,3800,5,2.166666667,3,8712,5,30,294
92507,375000,3,2,1540,4.333333333,1.666666667,56,13939,5,35,91
