zip,sales_price,beds,baths,sqft,avg_school_rating,avg_school_distance,walk_score,LotSizeSquareFeet,ownership_years,house_age,Time_on_market
95219,490000,4,3,2390,7.666666667,0.866666667,19,8050,19,20,148
95340,210000,3,2,1376,6.333333333,0.633333333,63,NA,19,43,129
95350,250000,3,3,1777,5.666666667,0.733333333,59,6147,19,26,53
95409,455000,2,2,1176,8.333333333,0.5,53,6200,19,51,36
95409,422000,3,2.5,1467,9.333333333,1.233333333,55,1700,19,35,37
95662,439000,4,3,1927,7.666666667,1.633333333,28,6534,19,38,68
92211,309000,3,2,1787,7,1.7,1,2178,18,18,264
94903,1950000,5,4,3848,9,2.733333333,1,33181,18,18,141
95076,875000,4,2,1492,3,4.533333333,NA,6316,18,41,238
90065,745000,2,2.5,1426,7,1.133333333,33,6671,19,54,134
90240,625000,3,2,2199,6.666666667,0.966666667,69,NA,19,60,114
90278,1030000,3,3,2647,9.333333333,0.666666667,68,2502,19,24,76
90631,385000,2,3,1259,8,0.866666667,36,1200,19,36,50
90638,645000,3,1.5,1933,8,1.066666667,67,9803,19,53,53
91320,725500,3,3,2582,8.333333333,0.933333333,41,10549,19,33,65
91350,454000,3,2,1548,8.333333333,0.5,26,9461,19,44,106
91350,490000,3,3,1565,8.666666667,1.1,39,5318,19,28,70
91730,440000,3,2,1393,7.666666667,0.733333333,51,5831,19,28,53
91737,629000,4,3,2553,8.333333333,0.833333333,7,8431,19,27,114
91739,689900,5,3,2992,8.666666667,0.666666667,35,10900,19,20,122
91766,571000,3,3,2233,7.666666667,1.3,11,5720,19,32,70
92011,1100000,4,4,3112,9.666666667,2.266666667,2,7500,19,19,54
92020,435000,3,2,1512,5.333333333,1.333333333,60,6700,19,57,103
92021,575000,4,2,2146,7,3.333333333,37,20722,19,18,35
92057,4.00E+05,3,2,1372,4.666666667,1.3,29,5660,19,32,67
92234,338000,2,1,1320,5,2.966666667,3,9147,19,61,100
92252,180000,2,2,1092,6,2.966666667,2,54450,19,30,57
92311,127000,3,2,1758,3.333333333,0.633333333,68,7405,19,60,53
92543,103000,2,1.75,1026,4,1.3,54,3920,19,54,96
92648,646500,3,3,1859,9.333333333,0.7,69,1914,19,41,57
92656,749500,5,3,2106,9.666666667,0.8,22,3150,19,20,58
92677,740000,4,3,2104,10,1.033333333,39,3825,19,40,96
93036,639000,3,2,1692,4,0.9,7,7320,19,22,72
93422,650000,4,3,2705,6.666666667,2.133333333,1,77972,19,26,128
93444,680000,4,2.75,2600,5.333333333,2.366666667,3,43560,19,32,43
93704,180000,3,1,1196,3.333333333,0.566666667,51,7560,19,70,36
93720,420000,3,2,2294,9,0.7,27,13600,19,37,40
94534,461500,4,3,2406,5,1.333333333,11,7325,19,19,51
94588,8.00E+05,4,2,1831,10,0.666666667,64,6500,19,48,45
95123,730000,4,2,1362,6.666666667,0.833333333,44,4800,19,39,42
95448,529500,2,2,1212,5,1.133333333,11,5984,19,46,47
95624,407000,3,3,2442,7,0.566666667,27,5775,19,19,41
95667,667000,3,3,3320,7.666666667,4.733333333,0,133294,19,27,128
91711,1053000,4,3,3379,8.333333333,1.433333333,5,25347,18,52,233
91792,473000,3,2,1245,6.333333333,1,60,5113,18,37,88
92020,505000,4,2,1951,7,0.8,20,17400,18,61,188
92648,1445000,4,4,3247,9.333333333,0.966666667,5,7350,18,24,378
92672,975000,3,2,1600,8.333333333,1.2,38,8750,18,53,138
95959,680000,4,3,3900,5.333333333,1.766666667,0,220413,18,35,193
90250,515000,3,2,1704,3.5,0.566666667,NA,5300,19,62,73
91402,437000,3,2,1507,2.666666667,1.166666667,74,5811,19,68,63
91730,376000,3,2,1186,7.666666667,0.9,48,4830,19,30,70
92010,670000,3,2,1589,9,0.9,9,8729,19,32,27
92028,340000,2,2,1235,7.5,4,5,3518,19,32,39
92064,945000,4,3,2655,9.333333333,1.766666667,31,16391,19,37,62
92081,560000,4,3,1863,7.333333333,0.866666667,10,4941,19,27,92
92084,629000,4,3,2683,6,1.433333333,23,24393,19,19,66
92404,259500,4,2,1943,4.333333333,0.866666667,31,9148,19,54,63
92405,265000,3,1.5,1650,3,0.9,32,6250,19,81,64
92503,245000,3,2,1188,5,0.533333333,NA,6534,19,59,70
92630,918000,3,2,1900,8.333333333,1.7,21,9200,19,29,71
92630,550000,3,2,1540,7.333333333,0.966666667,64,5520,19,42,35
92660,1850000,5,4,3522,8.666666667,1,54,9350,19,55,112
92677,750000,4,3,2012,9.666666667,1.466666667,41,3240,19,19,48
92688,610000,3,2.5,1470,9.666666667,0.733333333,22,2240,19,20,113
92692,650000,2,2,1755,9.333333333,1.6,37,7000,19,20,119
92692,690000,2,2,1933,9.333333333,1.566666667,27,4628,19,19,78
92706,770000,3,2,1635,3,0.866666667,67,7250,19,87,71
92804,478500,3,1.5,1126,4.333333333,0.566666667,NA,7601,19,60,91
92835,787500,4,3,2396,9,0.733333333,48,6261,19,44,42
92860,526000,4,2,1936,7.333333333,0.733333333,17,24393,19,53,138
93003,595500,3,2,1400,7,0.833333333,37,7001,19,59,38
93446,455000,3,2,1663,7.333333333,0.966666667,29,7500,19,27,64
93711,194000,3,2,1249,4.333333333,1.9,65,7700,19,42,50
94550,1125000,4,3,3449,9,0.5,26,20125,19,29,108
95336,258000,3,2,1155,4.666666667,0.766666667,32,5850,19,53,91
95409,690000,2,2,1695,9.333333333,2.933333333,4,8500,19,30,28
95758,393000,4,2.5,2024,7,1.2,6,8130,19,19,33
95823,217000,3,2,1142,4,0.666666667,20,7405,19,30,81
95825,385000,3,2,1939,4,0.766666667,52,9730,19,60,56
96150,275000,2,1,980,5,4.4,38,NA,19,56,53
90601,610000,2,2,2446,4.333333333,0.8,30,35327,18,69,94
91361,495000,4,2,2172,9.666666667,2.566666667,7,6090,18,18,147
92025,110000,2,1,960,5.333333333,1.866666667,75,7417,18,89,220
92210,725000,4,3,3684,8.666666667,2,9,12197,18,37,331
93247,156000,3,2,1345,3.333333333,0.6,24,NA,18,41,119
95864,296000,3,2.5,1812,3.666666667,0.7,72,6534,18,63,268
90019,1050000,3,2,2670,5,0.7,92,6384,19,99,141
90620,550000,3,2,1343,8.666666667,0.6,54,6000,19,62,47
90745,443000,3,2,1172,4,0.6,63,5664,19,73,91
90804,561500,3,1,1472,4.666666667,0.833333333,87,6508,19,96,47
91320,795000,5,3,2355,8.666666667,1.7,21,6951,19,19,43
91750,814500,4,3,2239,8.666666667,1.133333333,11,8489,19,29,69
91791,522000,3,2,1558,6.333333333,0.366666667,64,9883,19,62,50
92019,445900,4,2,1628,6,0.566666667,50,6000,19,56,48
92084,685000,3,4,3190,5.333333333,1.466666667,1,52272,19,29,190
92115,339000,3,2,1044,4,0.833333333,38,5200,19,65,86
92307,350000,4,3,2652,6.333333333,2.333333333,2,80150,19,31,129
92543,127500,2,2,1116,3.666666667,1.3,20,3920,19,53,145
92557,337000,4,2.5,2197,4.333333333,0.866666667,37,8276,19,29,92
92563,365000,4,2,1740,7.666666667,1.266666667,60,11326,19,19,60
92620,920000,3,2,2032,10,0.666666667,25,5400,19,37,80
92649,691000,3,2,1469,8.666666667,0.5,70,6000,19,54,56
92651,1375000,2,2,1200,10,1.1,80,4440,19,88,220
92675,1025000,4,4,3713,7.666666667,1.633333333,2,8400,19,19,198
92881,492000,4,3,2213,8,0.866666667,31,7405,19,19,74
92882,470000,3,2,2000,8.5,0.6,48,8712,19,19,41
93001,1050000,3,3.5,2452,8,1.033333333,38,4000,19,53,104
93274,110000,3,1,1024,4,0.6,60,7950,19,86,42
93455,430000,3,2,2310,7,1.466666667,14,10018,19,33,95
93722,315000,4,3,2218,5.666666667,1.733333333,14,6664,19,19,147
94539,2450000,5,5,3976,10,3.7,0,21726,19,19,77
94550,585000,4,2,1212,9,0.533333333,33,5780,19,45,110
94551,530000,2,1,866,8,1.433333333,14,5067,19,53,53
94952,1040000,2,2,2176,7.333333333,1.8,16,107158,19,27,40
95667,540000,4,3,2762,7.666666667,2.133333333,0,46871,19,26,73
95762,539000,4,2,2345,9.666666667,0.4,9,8015,19,19,54
95831,540000,5,3,2550,6,1.266666667,39,9220,19,29,66
90621,250000,2,1,865,7,1.066666667,70,5696,18,87,64
92325,166000,2,1.75,1248,4.666666667,3.133333333,0,6098,18,67,335
92704,440000,3,2,1210,2.666666667,0.6,NA,6000,18,56,93
92841,530000,4,2,1243,7.333333333,0.633333333,45,10858,18,60,310
90277,1150000,3,2,1616,9.666666667,0.766666667,81,6013,19,67,70
90713,590000,4,1.75,2147,7,0.766666667,42,5288,19,64,51
91302,2195000,5,5,4597,9.5,2.633333333,2,18221,19,21,42
91342,580000,4,3,2111,4,1.133333333,NA,16346,19,19,43
91709,745000,4,3,2710,9,1.733333333,0,6215,19,19,55
91730,415000,3,2,1393,7.666666667,0.766666667,38,5227,19,30,114
91730,450000,4,2,1568,6.666666667,1.1,65,7130,19,39,59
91784,530000,4,3,1900,8.333333333,2.033333333,7,6098,19,30,72
91911,428000,3,2,1242,8,1.4,NA,4834,19,29,55
92011,730000,3,3,1675,9.666666667,2.033333333,36,4127,19,30,76
92024,710000,4,3,1720,9,1.733333333,54,93936,19,17,54
92026,453000,4,2.5,1888,4.333333333,0.933333333,20,10700,19,41,156
92027,517500,3,2,1538,7.5,1.4,0,8305,19,18,32
92056,472500,3,2,1560,5.666666667,1.266666667,11,9470,19,31,35
92211,267500,2,2,1527,5.666666667,1.666666667,7,6098,19,24,71
92223,183000,2,2,1029,5.333333333,1.833333333,2,4356,19,23,6
92324,253000,3,2.5,1227,4,0.566666667,21,3500,19,27,84
92592,415000,4,3,2113,9,0.833333333,15,7405,19,29,43
92604,892000,4,3,2044,10,1.066666667,41,4512,19,37,41
92804,519000,3,2,1291,5.333333333,0.566666667,NA,7917,19,61,45
92870,662000,4,2,1489,8,0.4,57,6603,19,44,80
93063,507500,4,2,1576,7,1.466666667,37,7070,19,39,121
93444,640000,4,3,2800,5.333333333,2.433333333,0,51401,19,34,149
93458,365000,5,3,2100,5,1.6,13,5662,19,18,72
93536,299900,4,2,2099,3.666666667,1.033333333,20,8533,19,40,85
93728,197500,3,2,1634,2,0.966666667,73,6750,19,88,40
93953,1075000,2,2,1797,5.666666667,1.033333333,0,12755,19,66,68
94539,1026000,4,3,1598,10,2.8,24,6300,19,47,35
94587,920000,5,3,2408,8,2.133333333,50,4782,19,19,57
94588,980000,4,3,1926,10,1.466666667,27,3550,19,20,46
95121,640000,3,2,1406,6.666666667,0.866666667,28,5974,19,49,27
95382,254000,3,2,1220,5,1.3,56,6598,19,43,214
95382,249500,3,2,1161,5.333333333,1.233333333,72,6014,19,43,51
95521,439000,2,2.5,2740,7,1.3,3,22215,19,30,134
95608,795000,5,5,3646,8.333333333,1.8,10,10019,19,31,136
95630,414500,3,2.5,1782,9.333333333,1.366666667,20,5242,19,20,159
95662,3.00E+05,3,2,1230,5.333333333,0.933333333,10,10454,19,56,35
95838,247500,3,2,1140,4.666666667,0.933333333,31,8276,19,27,45
92345,185500,3,2,1266,2.666666667,3.666666667,10,19166,18,37,414
92865,678000,5,3,2800,6.333333333,1.966666667,32,7200,18,49,112
93021,850000,5,5,3795,7.333333333,0.766666667,36,7750,18,18,111
93030,391000,4,2,1538,3,0.866666667,60,6215,18,61,160
93905,240000,2,1,850,2.666666667,0.433333333,58,4700,18,66,262
95003,565000,2,1.75,1375,8.333333333,2,47,2614,18,39,157
90001,385000,3,3,1425,3,0.733333333,73,4962,19,90,178
90262,410000,4,2,1366,3.666666667,1.033333333,61,5827,19,69,164
91344,639000,4,3,2269,7.666666667,1.233333333,23,7548,19,42,45
91730,3.00E+05,3,2,1476,6.666666667,1.466666667,45,7841,19,62,54
91740,460000,3,2,1121,7.333333333,1.266666667,42,6221,19,60,94
91767,423000,3,2,1706,4,0.433333333,64,7005,19,63,77
92071,416000,3,2,1116,8,0.966666667,9,7900,19,56,82
92078,689000,4,3,2349,9,1.233333333,14,6069,19,22,145
92399,290000,3,2,1350,5.666666667,1.533333333,5,8712,19,53,154
92506,550000,3,2,2232,6.333333333,1.566666667,3,12632,19,49,66
92592,357500,3,3,1488,8.666666667,1.1,56,5663,19,24,125
92630,695000,5,2.5,2081,8.666666667,0.966666667,58,5720,19,39,72
92677,930000,5,2.75,2755,9,1.633333333,22,5500,19,27,111
92782,930000,3,2,2067,9.666666667,1.066666667,7,7150,19,22,72
92808,644000,4,3,2008,9.333333333,1.7,9,9720,19,40,85
92831,759000,4,2.75,2357,8.666666667,1.1,31,4329,19,19,44
92879,472000,4,3,2347,6,1.8,18,13939,19,19,61
93306,390000,4,2.5,2765,5.333333333,0.633333333,17,27007,19,33,61
93722,229000,3,2,1300,5.666666667,1.633333333,22,7500,19,19,47
94536,920700,4,2,1593,9.666666667,0.566666667,47,6575,19,52,44
94536,635000,2,2,1290,9,1.166666667,38,NA,19,34,54
94558,549000,4,2,1516,6.666666667,0.666666667,24,6786,19,50,179
94587,650000,4,2,1462,7.333333333,1.166666667,47,8050,19,46,58
95020,550000,3,2.5,1397,7.333333333,0.866666667,19,4000,19,19,52
95035,1165000,4,3,2097,9,0.533333333,54,5985,19,37,41
95340,275000,3,2,1839,6.333333333,0.8,38,NA,19,20,14
95667,415000,3,3,2057,8.333333333,1.1,20,29664,19,31,110
95825,336000,3,3,1560,4,0.766666667,67,16117,19,61,40
95969,389000,3,2,2260,5,2.766666667,9,22215,19,20,138
96143,359900,2,1.5,1200,7.333333333,4.8,50,NA,19,69,76
96161,435000,3,2,1768,8,2.166666667,0,12632,19,34,143
90025,525000,2,1,900,5.333333333,0.666666667,91,900,18,92,110
91107,895000,4,3,1929,5.666666667,1.3,27,7433,18,60,72
91304,516000,4,2,1570,5,0.633333333,52,7497,18,56,310
91784,605000,4,2,2164,8.333333333,1.433333333,3,10200,18,35,70
91784,640000,4,3,2613,8.333333333,1.3,15,10019,18,30,154
90620,685000,3,3,2413,5.666666667,0.633333333,53,5236,19,19,187
91104,1230000,4,2,2313,4.666666667,1.2,79,9356,19,104,40
91354,517000,3,3,1849,9,0.766666667,38,4346,19,19,53
91765,725000,5,3,2447,9.666666667,0.666666667,43,8812,19,46,66
91784,535000,3,3,1927,8.333333333,1.233333333,34,13103,19,39,85
91790,430000,3,1,1105,6.666666667,1.166666667,46,8480,19,65,83
92027,420000,3,2,1371,4,1.233333333,14,7800,19,42,57
92114,310000,5,5,1440,4,1.533333333,38,5300,19,75,44
92131,750000,3,3,2140,9.666666667,1.166666667,24,10260,19,41,57
92220,190000,2,2.5,1760,4,1.733333333,34,3920,19,26,79
92395,247500,4,3,2216,2.333333333,1.933333333,13,7405,19,24,147
92646,735000,3,4,1731,9,1.466666667,47,6000,19,51,77
92679,755000,3,2,1878,10,2,1,6555,19,19,216
92843,558000,4,2.5,1506,5.666666667,0.666666667,44,11690,19,58,44
93312,232000,3,2,1619,7.333333333,0.733333333,15,7405,19,22,120
93446,393000,3,2,1408,7,5.766666667,0,50965,19,19,41
93535,185000,3,2,1291,3.666666667,1.766666667,33,7141,19,31,48
93611,280000,3,2,1740,9,0.8,46,6000,19,19,43
93711,310000,3,2.5,1923,4.333333333,1.466666667,53,13750,19,52,141
93720,320000,3,2,2073,9,0.833333333,44,7370,19,23,83
94536,830000,3,3,1666,7.666666667,1.3,34,3492,19,31,50
94538,616500,3,1,950,7.666666667,0.966666667,76,5600,19,62,41
94541,4.00E+05,2,1,968,4,0.8,69,7500,19,126,29
94558,545000,4,2,1216,6.666666667,0.566666667,46,6654,19,57,47
95003,8.00E+05,3,2,1276,8.666666667,1,31,7144,19,50,34
95127,915000,4,2,1841,7.333333333,1.233333333,37,6039,19,41,91
95301,440000,4,2.5,2300,6.333333333,1.766666667,0,43560,19,29,69
95630,405000,3,3,1709,9.333333333,1.533333333,43,3503,19,19,58
95650,824000,5,4,3565,6.333333333,2.7,0,47916,19,24,40
95670,255500,3,2,1500,4,0.533333333,50,8050,19,59,86
96002,210000,4,2,1722,6.666666667,1.466666667,18,6534,19,27,18
91362,1020000,3,3,2641,7.666666667,2.466666667,4,8262,18,27,115
91915,583000,4,3,2514,8.333333333,1,14,7019,18,17,119
92833,805000,3,3,2382,9,1.133333333,36,7203,18,51,111
93401,708000,3,2.5,1818,9,2.9,18,6089,18,26,344
91352,420000,3,1,1074,4,0.5,53,7501,19,68,111
91784,603000,3,2,1713,8,1.166666667,9,10125,19,33,22
91789,9.00E+05,3,2.5,2479,9.666666667,0.5,25,11103,19,27,13
92021,582000,4,3,1923,6,1.466666667,5,6225,19,22,34
92040,410000,3,2,1242,6.333333333,1.133333333,29,5700,19,31,33
92056,649000,4,3,2019,6.666666667,1.3,2,18664,19,28,45
92065,418000,3,2,1750,7.333333333,2.466666667,14,47916,19,42,75
92264,675000,4,3,1942,4.666666667,1.733333333,44,9148,19,40,69
92557,285000,5,2,1800,4.666666667,0.833333333,44,7405,19,27,149
92592,378000,4,2,1600,8.666666667,0.666666667,29,5227,19,19,41
92620,1998000,4,4.5,4200,10,0.633333333,24,9774,19,19,232
92656,890000,4,3,2525,9.666666667,1.333333333,7,4195,19,19,71
92657,1875000,3,3,2473,10,1.7,52,5250,19,21,131
92675,475000,4,2,1527,7.333333333,1.666666667,22,3330,19,40,64
92882,378500,3,2,1219,8,0.933333333,37,3920,19,19,48
92882,445000,4,3,1873,7.333333333,0.566666667,31,8276,19,31,43
92886,1475000,4,3.5,3972,9.333333333,0.733333333,17,20000,19,30,90
93065,660000,4,2,1947,6.666666667,1.466666667,25,7400,19,19,37
93230,123000,3,1.5,1008,5.666666667,0.633333333,59,8125,19,60,61
93560,187500,3,2,1509,3.333333333,1.2,14,6969,19,23,44
94015,9.00E+05,3,2,1720,7.666666667,0.666666667,74,5200,19,75,63
94080,9.00E+05,4,2,1500,8.333333333,0.833333333,65,6240,19,54,43
94534,406000,4,2,1637,8.333333333,0.8,12,5484,19,19,145
94551,575000,3,2,1108,8.333333333,1.366666667,46,6440,19,50,122
95035,710003,5,3,1462,8.333333333,0.933333333,28,6466,19,54,112
95687,390000,4,2.5,2012,7,1.133333333,40,4590,19,19,130
95864,355000,3,2,1562,8,1.4,47,8276,19,40,100
95954,159000,3,2,1681,4.666666667,2.466666667,12,14374,19,36,62
95954,113500,2,1.5,800,5,2.4,9,9583,19,69,22
96161,475000,3,2,1662,8,1.9,5,13068,19,29,100
90501,525000,4,1.75,1588,4.666666667,1.4,48,6474,18,60,169
92126,760000,4,3,2293,9,1.2,11,6785,18,25,69
92833,805000,4,3,2565,8.333333333,1.233333333,35,8750,18,39,295
93561,366900,3,2,1888,6.333333333,8.566666667,0,99752,18,26,448
90039,825000,2,1,1085,5.333333333,0.933333333,69,5118,19,92,32
90638,450000,3,2,1227,7.666666667,1.033333333,60,10124,19,62,45
90706,667000,4,2.5,2558,6.333333333,0.333333333,41,5002,19,34,54
90805,327000,2,1,689,3.666666667,0.766666667,NA,5658,19,77,121
91773,769000,4,2,2260,8.666666667,1.433333333,33,8455,19,42,104
92064,665000,4,3,2333,9,0.533333333,29,9206,19,41,56
92071,487500,3,2,1952,7.666666667,0.733333333,47,8414,19,35,60
92126,556000,4,2,1789,8.333333333,0.833333333,70,5200,19,42,35
92301,170000,3,3,1551,2.666666667,1.633333333,NA,7405,19,23,101
92629,830000,3,3,1620,7,1.133333333,75,3292,19,38,182
92646,869000,4,2,1770,9,1.066666667,45,6000,19,48,44
92656,966000,4,3,2406,9.666666667,1.433333333,7,3882,19,19,82
92688,6.00E+05,3,3,1800,9.333333333,1.5,10,3834,19,19,114
93444,698000,4,2.5,2373,5.333333333,2.4,10,43560,19,25,93
93536,315000,3,2,1764,4.333333333,1.466666667,5,9530,19,25,43
94510,366000,3,3,1530,8.333333333,0.9,35,871,19,34,69
94523,542000,3,1,1087,4.666666667,1.033333333,77,6570,19,66,40
94551,662000,3,2,1463,8.333333333,1.533333333,48,5914,19,18,47
95076,365000,2,1,883,2.666666667,0.966666667,NA,3441,19,42,46
95409,765000,3,2.5,2168,9,4.6,10,5259,19,19,47
95682,447000,3,2,1756,8.333333333,1.8,7,NA,19,27,60
95762,7.00E+05,4,3,2869,10,1.266666667,9,NA,19,19,156
95829,295000,4,2,1577,7,0.5,29,4950,19,18,172
95831,266000,2,2,1138,6,0.566666667,60,5663,19,33,65
95901,205000,4,2,1547,5,0.566666667,33,NA,19,32,40
95928,286000,3,2,1418,8,1.133333333,29,6534,19,38,89
96002,232200,3,2,1385,6.666666667,1.366666667,41,NA,19,21,109
91362,1115000,3,3,2196,7.666666667,2.3,6,9169,17,36,135
91730,495000,3,2,1765,6.666666667,0.733333333,29,11475,17,75,46
92029,660000,3,3,2480,8.333333333,3.633333333,6,17299,17,51,190
92220,293000,4,2.25,2320,6,2.5,14,12197,17,50,263
92704,439000,3,1.5,1280,2.666666667,0.666666667,NA,6300,17,56,373
92869,920000,5,3,3475,7.333333333,0.833333333,14,5702,17,18,181
93428,492000,3,3,2025,6.333333333,2.266666667,35,4050,17,57,231
95219,230000,3,3,1461,7.666666667,1,34,4471,17,17,57
90807,445000,2,1,1376,4.333333333,1,63,8074,18,69,49
91042,603000,3,2,1438,5.666666667,0.4,16,5449,18,37,59
91105,875000,3,2,1370,5.666666667,1.066666667,31,7035,18,75,65
91602,822000,2,2,1484,8.333333333,0.533333333,59,6749,18,81,37
91709,588000,5,3,2530,9,1.966666667,11,4815,18,18,74
91741,890000,3,2,1853,9,0.666666667,18,24086,18,61,133
91773,1070000,4,3,3088,8.666666667,2.866666667,0,75111,18,30,135
92020,468000,4,3,1506,7.333333333,1.1,10,4547,18,30,64
92027,570000,4,3,2140,6.333333333,1.666666667,1,6185,18,18,48
92128,587500,3,3,1490,9.333333333,1.233333333,48,5778,18,29,121
92223,260000,3,2,1345,5.333333333,0.933333333,20,9148,18,27,88
92345,175000,3,2,1275,4,0.9,26,19166,18,37,54
92543,237000,4,2.5,1619,3.666666667,1.833333333,10,6970,18,26,67
92571,237000,3,2,1210,5,1.566666667,44,5663,18,27,43
92606,1410000,4,4,3467,9.333333333,0.666666667,65,7182,18,19,122
92646,690000,4,2,1703,7.333333333,1.466666667,44,6180,18,44,57
92679,1300000,4,4.5,4000,10,1.766666667,8,8973,18,19,159
92821,720000,4,3,2075,8,0.733333333,85,4286,18,19,114
92869,687500,3,3,1778,7.333333333,1.933333333,42,3583,18,19,114
92870,374000,2,2.5,1300,8,0.633333333,62,784,18,30,50
93722,235000,4,2,1894,3.333333333,0.5,46,6600,18,25,70
94019,1400000,3,2.5,2720,6.333333333,1.666666667,7,6500,18,40,119
95363,220000,4,2,1331,5.333333333,0.766666667,14,5227,18,22,97
95382,253000,3,2,1248,5,0.566666667,40,6600,18,37,164
95624,850000,5,4,4977,7.666666667,1,63,43560,18,18,41
95630,510000,4,3,2523,9.666666667,0.8,38,6735,18,18,53
96150,573000,3,3,2021,5,5.366666667,1,NA,18,19,39
90803,820000,2,1,936,8.666666667,0.766666667,87,3645,17,68,61
91790,630000,5,3,2477,7,0.566666667,61,9973,17,57,299
92065,587500,4,3,2470,7.333333333,3.7,6,48351,17,26,202
92106,1700000,4,5,3100,7,1.8,4,18160,17,65,59
95501,285000,3,1.5,1716,6.333333333,0.566666667,33,6750,17,65,85
90026,610000,2,1,866,8,1.2,86,2512,18,100,61
90630,655000,5,3,1983,9.333333333,0.766666667,69,5700,18,51,41
90631,550000,3,2,1529,6.333333333,0.633333333,41,7800,18,60,40
91701,575000,4,3,2714,8,0.6,31,11895,18,18,97
91709,538000,3,3,1731,9,2.366666667,12,4356,18,28,48
91801,765000,3,2,1930,8,0.466666667,64,10521,18,94,92
91910,459000,3,2.5,1728,8,0.666666667,27,3702,18,18,64
91977,490000,4,3,1987,4.666666667,1.566666667,17,8694,18,22,185
92003,375000,3,3,1352,8,2.266666667,1,365104,18,18,42
92021,350000,3,3,1470,7,3.266666667,53,3379,18,32,40
92021,416250,3,2,1564,3,0.6,67,6200,18,59,43
92028,4.00E+05,3,2,1320,6,1.4,11,11196,18,38,41
92057,520000,3,2,2185,6.333333333,1.633333333,13,12825,18,25,72
92057,570000,4,3,2575,6.333333333,1.7,24,8737,18,22,39
92115,510000,3,1,1068,5,1.033333333,65,6900,18,71,51
92120,922000,3,3,2450,9.333333333,1.033333333,20,13100,18,54,54
92126,670000,4,3,1810,8.333333333,0.833333333,61,6791,18,18,53
92129,627000,4,2,1670,9.666666667,1.8,13,29185,18,38,93
92225,145000,4,2,1405,3,0.6,44,5663,18,55,62
92270,5.00E+05,3,3,3064,5,2.4,1,4356,18,36,57
92404,190000,3,1,1116,2,0.9,50,6710,18,64,65
92505,260000,3,2,1210,4.333333333,0.9,34,6534,18,39,87
92507,337500,3,2,1332,4.333333333,3.433333333,17,4792,18,18,40
92557,306000,4,3,1950,5,0.7,7,7405,18,22,87
92646,710000,4,2,1172,9.333333333,0.8,55,6070,18,53,46
92672,675000,3,2,1514,8,1,31,6039,18,52,62
92870,6.00E+05,3,2.5,1700,8.333333333,1.066666667,40,2450,18,22,42
92879,410000,3,3,1509,6,1.766666667,18,6098,18,28,144
92882,395000,3,3,1701,8.5,0.6,18,4356,18,19,104
93012,612500,4,2,1773,8.666666667,0.7,23,7288,18,34,103
93063,595000,3,2,1546,6.666666667,1.066666667,41,26888,18,59,48
93065,477500,3,2,1650,6.333333333,1.133333333,39,6519,18,48,28
93402,326000,2,1,988,7.333333333,1.7,58,3125,18,42,46
